session_id,user_id,timestamp,traffic_source,device_type,country,product_category,visited_site,viewed_product,added_to_cart,initiated_checkout,completed_purchase,page_views,session_duration_sec,cart_value,revenue,timestamp_parsed,hour_of_day,day_of_week,day_name,is_weekend,is_bounce,cart_abandoned,checkout_abandoned
SES_000022,USER_22,2025-12-31T16:03:59.645Z,Instagram,Desktop,Canada,Beauty,1,1,0,0,0,6,1530.0,0.0,0.0,2025-12-31 16:03:59.645000+00:00,16,2,Wednesday,0,0,0,0
SES_000023,USER_23,2025-12-15T21:14:40.526Z,Facebook,Tablet,UK,Beauty,1,1,1,0,0,5,600.0,301.07,0.0,2025-12-15 21:14:40.526000+00:00,21,0,Monday,0,0,1,0
SES_000024,USER_1019,2025-12-11T18:05:39.014Z,Instagram,Unknown,France,N/A,1,0,0,0,0,3,1480.0,0.0,0.0,2025-12-11 18:05:39.014000+00:00,18,3,Thursday,0,0,0,0
SES_000025,USER_25,2025-12-26T03:38:20.854Z,Email,Mobile,Germany,Fashion,1,1,0,0,0,10,218.0,0.0,0.0,2025-12-26 03:38:20.854000+00:00,3,4,Friday,0,0,0,0
SES_000026,USER_1864,2025-12-02T22:17:06.440Z,Google,Desktop,France,Beauty,1,1,0,0,0,11,1496.0,0.0,0.0,2025-12-02 22:17:06.440000+00:00,22,1,Tuesday,0,0,0,0
SES_000027,USER_27,2025-12-19T00:46:12.207Z,Google,Desktop,USA,N/A,1,0,0,0,0,2,2800.5,0.0,0.0,2025-12-19 00:46:12.207000+00:00,0,4,Friday,0,0,0,0
SES_000028,USER_28,2025-12-14T20:25:09.598Z,Organic Search,Tablet,USA,N/A,1,0,0,0,0,3,270.0,0.0,0.0,2025-12-14 20:25:09.598000+00:00,20,6,Sunday,1,0,0,0
SES_000029,USER_29,2025-12-17T10:50:57.365Z,Email,Tablet,India,Electronics,1,1,1,0,0,9,1735.0,435.99,0.0,2025-12-17 10:50:57.365000+00:00,10,2,Wednesday,0,0,1,0
SES_000030,USER_1776,2025-12-17T13:34:10.886Z,Google,Tablet,Unknown,Beauty,1,1,0,0,0,4,36.0,0.0,0.0,2025-12-17 13:34:10.886000+00:00,13,2,Wednesday,0,0,0,0
SES_000031,USER_31,2025-12-23T08:25:16.291Z,Facebook,Tablet,Germany,Toys,1,1,0,0,0,9,1128.0,0.0,0.0,2025-12-23 08:25:16.291000+00:00,8,1,Tuesday,0,0,0,0
SES_000032,USER_32,2025-12-17T16:01:23.754Z,Facebook,Mobile,USA,Uncategorized,1,1,1,0,0,7,1576.0,68.61,0.0,2025-12-17 16:01:23.754000+00:00,16,2,Wednesday,0,0,1,0
SES_000033,USER_33,2025-12-21T09:06:27.792Z,Google,Tablet,USA,Home & Garden,1,1,0,0,0,15,1091.0,0.0,0.0,2025-12-21 09:06:27.792000+00:00,9,6,Sunday,1,0,0,0
SES_000034,USER_282,2025-12-27T06:42:54.463Z,Facebook,Desktop,USA,Electronics,1,1,0,0,0,5,1488.0,0.0,0.0,2025-12-27 06:42:54.463000+00:00,6,5,Saturday,1,0,0,0
SES_000035,USER_35,2025-12-01T02:35:15.710Z,Instagram,Mobile,India,Home & Garden,1,1,1,1,0,9,1670.0,125.27,0.0,2025-12-01 02:35:15.710000+00:00,2,0,Monday,0,0,1,1
SES_000036,USER_36,2025-12-04T02:50:47.224Z,Google,Unknown,France,Toys,1,1,1,0,0,13,345.0,243.78,0.0,2025-12-04 02:50:47.224000+00:00,2,3,Thursday,0,0,1,0
SES_000037,USER_1811,2025-12-07T10:22:37.777Z,Google,Desktop,Canada,Home & Garden,1,1,0,0,0,14,1567.0,0.0,0.0,2025-12-07 10:22:37.777000+00:00,10,6,Sunday,1,0,0,0
SES_000038,USER_38,2025-12-13T12:04:25.892Z,Email,Mobile,Canada,Fashion,1,1,0,0,0,4,873.0,0.0,0.0,2025-12-13 12:04:25.892000+00:00,12,5,Saturday,1,0,0,0
SES_000039,USER_716,2025-12-31T09:27:21.989Z,Facebook,Mobile,Australia,Sports,1,1,1,0,0,5,1737.0,86.28,0.0,2025-12-31 09:27:21.989000+00:00,9,2,Wednesday,0,0,1,0
SES_000040,USER_1168,2025-12-25T16:15:47.641Z,Google,Mobile,Germany,Beauty,1,1,1,1,1,11,391.0,529.69,397.31,2025-12-25 16:15:47.641000+00:00,16,3,Thursday,0,0,0,0
SES_000041,USER_41,2025-12-26T08:26:59.312Z,Email,Mobile,USA,Sports,1,1,0,0,0,14,1079.0,0.0,0.0,2025-12-26 08:26:59.312000+00:00,8,4,Friday,0,0,0,0
SES_000042,USER_141,2025-12-25T01:59:01.090Z,Google,Desktop,USA,N/A,1,0,0,0,0,2,1363.0,0.0,0.0,2025-12-25 01:59:01.090000+00:00,1,3,Thursday,0,0,0,0
SES_000043,USER_43,2025-12-11T07:17:39.820Z,Direct,Desktop,India,N/A,1,0,0,0,0,3,153.0,0.0,0.0,2025-12-11 07:17:39.820000+00:00,7,3,Thursday,0,0,0,0
SES_000044,USER_42,2025-12-02T15:03:33.317Z,Direct,Desktop,India,Sports,1,1,0,0,0,11,749.0,0.0,0.0,2025-12-02 15:03:33.317000+00:00,15,1,Tuesday,0,0,0,0
SES_000045,USER_1000,2025-12-10T04:25:19.530Z,Instagram,Mobile,USA,N/A,1,0,0,0,0,1,1775.0,0.0,0.0,2025-12-10 04:25:19.530000+00:00,4,2,Wednesday,0,0,0,0
SES_000046,USER_1557,2025-12-29T16:59:05.117Z,Facebook,Mobile,France,Uncategorized,1,1,1,0,0,4,1346.0,314.07,0.0,2025-12-29 16:59:05.117000+00:00,16,0,Monday,0,0,1,0
SES_000047,USER_47,2025-12-08T05:32:57.598Z,Organic Search,Mobile,India,Electronics,1,1,0,0,0,2,1602.0,0.0,0.0,2025-12-08 05:32:57.598000+00:00,5,0,Monday,0,0,0,0
SES_000048,USER_48,2025-12-27T22:24:29.090Z,Email,Unknown,Germany,Uncategorized,1,1,0,0,0,12,1572.0,0.0,0.0,2025-12-27 22:24:29.090000+00:00,22,5,Saturday,1,0,0,0
SES_000049,USER_49,2025-12-27T05:19:42.035Z,Facebook,Tablet,Germany,Home & Garden,1,1,1,1,1,3,512.0,503.65,230.84,2025-12-27 05:19:42.035000+00:00,5,5,Saturday,1,0,0,0
SES_000050,USER_50,2025-12-20T14:56:03.138Z,Google,Desktop,Australia,Sports,1,1,0,0,0,9,648.0,0.0,0.0,2025-12-20 14:56:03.138000+00:00,14,5,Saturday,1,0,0,0
SES_000051,USER_51,2025-12-08T07:03:55.101Z,Google,Tablet,UK,N/A,1,0,0,0,0,3,541.0,0.0,0.0,2025-12-08 07:03:55.101000+00:00,7,0,Monday,0,0,0,0
SES_000052,USER_52,2025-12-22T03:51:18.239Z,Email,Tablet,Canada,Home & Garden,1,1,0,0,0,1,1019.0,0.0,0.0,2025-12-22 03:51:18.239000+00:00,3,0,Monday,0,0,0,0
SES_000053,USER_53,2025-12-10T12:06:39.057Z,Email,Mobile,USA,Toys,1,1,0,0,0,7,783.0,0.0,0.0,2025-12-10 12:06:39.057000+00:00,12,2,Wednesday,0,0,0,0
SES_000054,USER_54,2025-12-16T17:04:38.376Z,Direct,Tablet,USA,Books,1,1,0,0,0,4,975.0,0.0,0.0,2025-12-16 17:04:38.376000+00:00,17,1,Tuesday,0,0,0,0
SES_000055,USER_496,2025-12-19T23:21:26.994Z,Direct,Desktop,UK,Fashion,1,1,0,0,0,6,1661.0,0.0,0.0,2025-12-19 23:21:26.994000+00:00,23,4,Friday,0,0,0,0
SES_000056,USER_56,2025-12-27T04:35:16.553Z,Email,Unknown,USA,Uncategorized,1,1,1,1,1,10,2800.5,300.08,288.01,2025-12-27 04:35:16.553000+00:00,4,5,Saturday,1,0,0,0
SES_000057,USER_57,2025-12-25T02:50:18.428Z,Google,Unknown,Unknown,Toys,1,1,1,0,0,12,89.0,66.66,0.0,2025-12-25 02:50:18.428000+00:00,2,3,Thursday,0,0,1,0
SES_000058,USER_1515,2025-12-03T07:08:13.992Z,Organic Search,Unknown,Canada,Electronics,1,1,0,0,0,2,925.0,0.0,0.0,2025-12-03 07:08:13.992000+00:00,7,2,Wednesday,0,0,0,0
SES_000059,USER_737,2025-12-19T07:39:37.274Z,Organic Search,Mobile,France,N/A,1,0,0,0,0,2,1180.0,0.0,0.0,2025-12-19 07:39:37.274000+00:00,7,4,Friday,0,0,0,0
SES_000060,USER_60,2025-12-01T05:11:21.716Z,Google,Desktop,USA,Uncategorized,1,1,1,0,0,2,1559.0,114.56,0.0,2025-12-01 05:11:21.716000+00:00,5,0,Monday,0,0,1,0
SES_000061,USER_61,2025-12-21T15:01:56.351Z,Facebook,Desktop,USA,Toys,1,1,0,0,0,5,982.0,0.0,0.0,2025-12-21 15:01:56.351000+00:00,15,6,Sunday,1,0,0,0
SES_000062,USER_62,2025-12-01T18:31:21.831Z,Referral,Unknown,Unknown,N/A,1,0,0,0,0,3,188.0,0.0,0.0,2025-12-01 18:31:21.831000+00:00,18,0,Monday,0,0,0,0
SES_000063,USER_63,2025-12-21T13:24:13.609Z,Instagram,Tablet,USA,N/A,1,0,0,0,0,2,302.0,0.0,0.0,2025-12-21 13:24:13.609000+00:00,13,6,Sunday,1,0,0,0
SES_000064,USER_64,2025-12-07T11:36:12.216Z,Email,Desktop,Unknown,N/A,1,0,0,0,0,2,1268.0,0.0,0.0,2025-12-07 11:36:12.216000+00:00,11,6,Sunday,1,0,0,0
SES_000065,USER_65,2025-12-13T00:49:12.590Z,Email,Mobile,USA,Uncategorized,1,1,0,0,0,4,1236.0,0.0,0.0,2025-12-13 00:49:12.590000+00:00,0,5,Saturday,1,0,0,0
SES_000066,USER_66,2025-12-16T22:12:19.436Z,Google,Desktop,UK,Fashion,1,1,0,0,0,5,1582.0,0.0,0.0,2025-12-16 22:12:19.436000+00:00,22,1,Tuesday,0,0,0,0
SES_000067,USER_1526,2025-12-19T20:00:39.255Z,Direct,Tablet,USA,Toys,1,1,0,0,0,2,1025.0,0.0,0.0,2025-12-19 20:00:39.255000+00:00,20,4,Friday,0,0,0,0
SES_000068,USER_228,2025-12-25T21:04:23.660Z,Instagram,Desktop,Germany,N/A,1,0,0,0,0,1,1330.0,0.0,0.0,2025-12-25 21:04:23.660000+00:00,21,3,Thursday,0,0,0,0
SES_000069,USER_69,2025-12-07T05:35:15.966Z,Email,Mobile,Australia,N/A,1,0,0,0,0,2,358.0,0.0,0.0,2025-12-07 05:35:15.966000+00:00,5,6,Sunday,1,0,0,0
SES_000070,USER_70,2025-12-31T17:25:59.999Z,Google,Desktop,France,Fashion,1,1,0,0,0,4,1768.0,0.0,0.0,2025-12-31 17:25:59.999000+00:00,17,2,Wednesday,0,0,0,0
SES_000071,USER_71,2025-12-09T14:16:24.190Z,Email,Mobile,UK,N/A,1,0,0,0,0,3,821.0,0.0,0.0,2025-12-09 14:16:24.190000+00:00,14,1,Tuesday,0,0,0,0
SES_000072,USER_72,2025-12-19T12:48:23.078Z,Google,Tablet,USA,Sports,1,1,1,1,1,2,1615.0,323.68,252.58,2025-12-19 12:48:23.078000+00:00,12,4,Friday,0,0,0,0
SES_000073,USER_73,2025-12-29T03:15:46.529Z,Instagram,Mobile,USA,Electronics,1,1,1,0,0,11,848.0,267.42,0.0,2025-12-29 03:15:46.529000+00:00,3,0,Monday,0,0,1,0
SES_000074,USER_1508,2025-12-26T01:44:40.742Z,Referral,Tablet,Australia,N/A,1,0,0,0,0,2,651.0,0.0,0.0,2025-12-26 01:44:40.742000+00:00,1,4,Friday,0,0,0,0
SES_000075,USER_75,2025-12-14T05:10:42.922Z,Instagram,Mobile,Unknown,N/A,1,0,0,0,0,2,1781.0,0.0,0.0,2025-12-14 05:10:42.922000+00:00,5,6,Sunday,1,0,0,0
SES_000076,USER_76,2025-12-11T12:01:43.764Z,Email,Desktop,France,Uncategorized,1,1,1,0,0,7,1369.0,102.11,0.0,2025-12-11 12:01:43.764000+00:00,12,3,Thursday,0,0,1,0
SES_000077,USER_77,2025-12-18T07:13:48.547Z,Facebook,Desktop,Unknown,Home & Garden,1,1,0,0,0,5,975.0,0.0,0.0,2025-12-18 07:13:48.547000+00:00,7,3,Thursday,0,0,0,0
SES_000078,USER_78,2025-12-07T15:36:01.137Z,Organic Search,Desktop,USA,Uncategorized,1,1,0,0,0,10,499.0,0.0,0.0,2025-12-07 15:36:01.137000+00:00,15,6,Sunday,1,0,0,0
SES_000079,USER_79,2025-12-08T17:06:13.466Z,Email,Desktop,France,Fashion,1,1,1,1,1,4,551.0,51.8,259.91,2025-12-08 17:06:13.466000+00:00,17,0,Monday,0,0,0,0
SES_000080,USER_870,2025-12-06T23:34:05.390Z,Facebook,Tablet,Unknown,Sports,1,1,1,0,0,10,1118.0,513.8,0.0,2025-12-06 23:34:05.390000+00:00,23,5,Saturday,1,0,1,0
SES_000081,USER_81,2025-12-04T04:44:54.075Z,Email,Tablet,Germany,Sports,1,1,1,1,1,5,716.0,65.74,373.37,2025-12-04 04:44:54.075000+00:00,4,3,Thursday,0,0,0,0
SES_000082,USER_82,2024-12-16T12:00:00.000Z,Direct,Mobile,France,Uncategorized,1,1,0,0,0,1,1306.0,0.0,0.0,2024-12-16 12:00:00+00:00,12,0,Monday,0,0,0,0
SES_000083,USER_83,2025-12-30T08:02:41.587Z,Direct,Unknown,France,Sports,1,1,1,0,0,2,1678.0,89.0,0.0,2025-12-30 08:02:41.587000+00:00,8,1,Tuesday,0,0,1,0
SES_000084,USER_1607,2025-12-21T01:41:13.931Z,Email,Desktop,USA,N/A,1,0,0,0,0,3,1745.0,0.0,0.0,2025-12-21 01:41:13.931000+00:00,1,6,Sunday,1,0,0,0
SES_000085,USER_85,2025-12-09T13:55:23.174Z,Facebook,Mobile,Germany,Books,1,1,1,1,1,1,1706.0,41.81,67.83,2025-12-09 13:55:23.174000+00:00,13,1,Tuesday,0,0,0,0
SES_000086,USER_86,2025-12-30T00:44:13.815Z,Direct,Desktop,India,Sports,1,1,0,0,0,1,1348.0,0.0,0.0,2025-12-30 00:44:13.815000+00:00,0,1,Tuesday,0,0,0,0
SES_000087,USER_1982,2025-12-07T23:05:35.050Z,Organic Search,Tablet,USA,Home & Garden,1,1,1,0,0,1,130.0,96.3,0.0,2025-12-07 23:05:35.050000+00:00,23,6,Sunday,1,0,1,0
SES_000088,USER_88,2025-12-10T22:59:02.746Z,Facebook,Mobile,France,Uncategorized,1,1,1,1,1,4,967.0,495.17,267.83,2025-12-10 22:59:02.746000+00:00,22,2,Wednesday,0,0,0,0
SES_000089,USER_1614,2025-12-17T21:37:34.102Z,Email,Mobile,Canada,Books,1,1,1,1,0,10,975.0,134.79,0.0,2025-12-17 21:37:34.102000+00:00,21,2,Wednesday,0,0,1,1
SES_000090,USER_90,2025-12-23T12:08:38.716Z,Referral,Desktop,Canada,Toys,1,1,0,0,0,5,127.0,0.0,0.0,2025-12-23 12:08:38.716000+00:00,12,1,Tuesday,0,0,0,0
SES_000091,USER_91,2024-12-16T12:00:00.000Z,Email,Mobile,Canada,N/A,1,0,0,0,0,2,1450.0,0.0,0.0,2024-12-16 12:00:00+00:00,12,0,Monday,0,0,0,0
SES_000092,USER_92,2025-12-31T04:58:41.087Z,Facebook,Desktop,Germany,Fashion,1,1,1,0,0,1,1302.0,333.0,0.0,2025-12-31 04:58:41.087000+00:00,4,2,Wednesday,0,0,1,0
SES_000093,USER_908,2025-12-10T07:29:57.974Z,Google,Mobile,Germany,N/A,1,0,0,0,0,3,1601.0,0.0,0.0,2025-12-10 07:29:57.974000+00:00,7,2,Wednesday,0,0,0,0
SES_000094,USER_94,2025-12-26T19:04:28.743Z,Email,Mobile,India,N/A,1,0,0,0,0,1,1001.0,0.0,0.0,2025-12-26 19:04:28.743000+00:00,19,4,Friday,0,0,0,0
SES_000095,USER_95,2025-12-10T14:53:12.905Z,Email,Mobile,Australia,Sports,1,1,0,0,0,13,750.0,0.0,0.0,2025-12-10 14:53:12.905000+00:00,14,2,Wednesday,0,0,0,0
SES_000096,USER_96,2025-12-24T01:37:40.640Z,Email,Desktop,Unknown,N/A,1,0,0,0,0,2,1484.0,0.0,0.0,2025-12-24 01:37:40.640000+00:00,1,2,Wednesday,0,0,0,0
SES_000097,USER_97,2025-12-08T22:46:53.762Z,Google,Mobile,UK,Electronics,1,1,1,0,0,2,1355.0,146.15,0.0,2025-12-08 22:46:53.762000+00:00,22,0,Monday,0,0,1,0
SES_000098,USER_98,2025-12-15T05:25:21.348Z,Direct,Tablet,USA,Home & Garden,1,1,1,0,0,10,478.0,524.29,0.0,2025-12-15 05:25:21.348000+00:00,5,0,Monday,0,0,1,0
SES_000099,USER_99,2025-12-27T15:02:46.584Z,Direct,Desktop,Canada,Uncategorized,1,1,0,0,0,10,2800.5,0.0,0.0,2025-12-27 15:02:46.584000+00:00,15,5,Saturday,1,0,0,0
SES_000100,USER_100,2025-12-21T17:36:29.346Z,Instagram,Desktop,USA,Beauty,1,1,0,0,0,1,675.0,0.0,0.0,2025-12-21 17:36:29.346000+00:00,17,6,Sunday,1,0,0,0
SES_000101,USER_101,2025-12-30T07:07:28.333Z,Email,Mobile,UK,Home & Garden,1,1,0,0,0,12,949.0,0.0,0.0,2025-12-30 07:07:28.333000+00:00,7,1,Tuesday,0,0,0,0
SES_000102,USER_669,2025-12-23T05:56:13.244Z,Email,Mobile,Australia,N/A,1,0,0,0,0,2,1610.0,0.0,0.0,2025-12-23 05:56:13.244000+00:00,5,1,Tuesday,0,0,0,0
SES_000103,USER_103,2025-12-17T23:26:03.595Z,Google,Unknown,USA,Books,1,1,0,0,0,14,1605.0,0.0,0.0,2025-12-17 23:26:03.595000+00:00,23,2,Wednesday,0,0,0,0
SES_000104,USER_104,2025-12-26T22:17:53.923Z,Google,Desktop,France,Home & Garden,1,1,1,1,1,6,570.0,456.04,458.02,2025-12-26 22:17:53.923000+00:00,22,4,Friday,0,0,0,0
SES_000105,USER_105,2025-12-20T09:42:49.750Z,Instagram,Unknown,USA,N/A,1,0,0,0,0,2,615.0,0.0,0.0,2025-12-20 09:42:49.750000+00:00,9,5,Saturday,1,0,0,0
SES_000106,USER_799,2025-12-02T22:04:46.707Z,Google,Unknown,USA,Fashion,1,1,0,0,0,1,1774.0,0.0,0.0,2025-12-02 22:04:46.707000+00:00,22,1,Tuesday,0,0,0,0
SES_000107,USER_107,2025-12-06T22:29:24.336Z,Google,Mobile,USA,Books,1,1,1,1,1,14,369.0,280.01,118.54,2025-12-06 22:29:24.336000+00:00,22,5,Saturday,1,0,0,0
SES_000108,USER_108,2025-12-01T02:40:51.232Z,Direct,Tablet,Australia,Fashion,1,1,1,0,0,4,244.0,150.95,0.0,2025-12-01 02:40:51.232000+00:00,2,0,Monday,0,0,1,0
SES_000109,USER_1312,2025-12-29T10:47:18.334Z,Direct,Unknown,USA,Sports,1,1,0,0,0,3,225.0,0.0,0.0,2025-12-29 10:47:18.334000+00:00,10,0,Monday,0,0,0,0
SES_000110,USER_110,2025-12-15T13:19:04.987Z,Email,Desktop,France,Electronics,1,1,1,1,1,6,50.0,231.46,297.75,2025-12-15 13:19:04.987000+00:00,13,0,Monday,0,0,0,0
SES_000111,USER_111,2025-12-30T21:08:46.135Z,Google,Tablet,Australia,N/A,1,0,0,0,0,1,260.0,0.0,0.0,2025-12-30 21:08:46.135000+00:00,21,1,Tuesday,0,0,0,0
SES_000112,USER_48,2025-12-19T10:11:28.575Z,Instagram,Unknown,Australia,Uncategorized,1,1,0,0,0,6,1700.0,0.0,0.0,2025-12-19 10:11:28.575000+00:00,10,4,Friday,0,0,0,0
SES_000113,USER_113,2025-12-04T11:00:54.668Z,Direct,Tablet,Germany,Beauty,1,1,0,0,0,10,1356.0,0.0,0.0,2025-12-04 11:00:54.668000+00:00,11,3,Thursday,0,0,0,0
SES_000114,USER_114,2025-12-20T18:12:28.556Z,Google,Mobile,France,N/A,1,0,0,0,0,1,1177.0,0.0,0.0,2025-12-20 18:12:28.556000+00:00,18,5,Saturday,1,0,0,0
SES_000115,USER_230,2025-12-17T03:05:24.057Z,Google,Mobile,Canada,N/A,1,0,0,0,0,2,1105.0,0.0,0.0,2025-12-17 03:05:24.057000+00:00,3,2,Wednesday,0,0,0,0
SES_000116,USER_116,2025-12-27T06:44:22.348Z,Organic Search,Desktop,Germany,N/A,1,0,0,0,0,1,288.0,0.0,0.0,2025-12-27 06:44:22.348000+00:00,6,5,Saturday,1,0,0,0
SES_000117,USER_117,2025-12-16T19:21:06.205Z,Google,Unknown,USA,Electronics,1,1,0,0,0,1,1173.0,0.0,0.0,2025-12-16 19:21:06.205000+00:00,19,1,Tuesday,0,0,0,0
SES_000118,USER_118,2025-12-29T22:32:43.441Z,Direct,Mobile,Germany,Uncategorized,1,1,0,0,0,1,1597.0,0.0,0.0,2025-12-29 22:32:43.441000+00:00,22,0,Monday,0,0,0,0
SES_000119,USER_506,2025-12-12T08:45:27.329Z,Direct,Tablet,Unknown,Sports,1,1,1,1,0,11,113.0,507.68,0.0,2025-12-12 08:45:27.329000+00:00,8,4,Friday,0,0,1,1
SES_000120,USER_120,2024-12-16T12:00:00.000Z,Email,Desktop,India,Toys,1,1,1,1,1,9,1238.0,526.24,340.9,2024-12-16 12:00:00+00:00,12,0,Monday,0,0,0,0
SES_000121,USER_121,2025-12-30T18:16:44.756Z,Organic Search,Desktop,UK,Toys,1,1,0,0,0,9,83.0,0.0,0.0,2025-12-30 18:16:44.756000+00:00,18,1,Tuesday,0,0,0,0
SES_000122,USER_122,2025-12-29T17:02:00.479Z,Email,Mobile,Australia,N/A,1,0,0,0,0,3,994.0,0.0,0.0,2025-12-29 17:02:00.479000+00:00,17,0,Monday,0,0,0,0
SES_000123,USER_123,2025-12-09T19:16:57.676Z,Facebook,Desktop,France,N/A,1,0,0,0,0,1,1515.0,0.0,0.0,2025-12-09 19:16:57.676000+00:00,19,1,Tuesday,0,0,0,0
SES_000124,USER_1152,2025-12-26T18:27:29.711Z,Google,Unknown,India,N/A,1,0,0,0,0,3,608.0,0.0,0.0,2025-12-26 18:27:29.711000+00:00,18,4,Friday,0,0,0,0
SES_000125,USER_1089,2025-12-30T11:06:45.470Z,Organic Search,Unknown,France,Beauty,1,1,0,0,0,4,1527.0,0.0,0.0,2025-12-30 11:06:45.470000+00:00,11,1,Tuesday,0,0,0,0
SES_000126,USER_126,2025-12-17T01:09:48.949Z,Email,Unknown,UK,N/A,1,0,0,0,0,2,768.0,0.0,0.0,2025-12-17 01:09:48.949000+00:00,1,2,Wednesday,0,0,0,0
SES_000127,USER_127,2025-12-20T10:03:15.206Z,Facebook,Mobile,Germany,Home & Garden,1,1,0,0,0,13,447.0,0.0,0.0,2025-12-20 10:03:15.206000+00:00,10,5,Saturday,1,0,0,0
SES_000128,USER_128,2025-12-24T14:59:49.023Z,Email,Desktop,India,Toys,1,1,0,0,0,1,2110.0,0.0,0.0,2025-12-24 14:59:49.023000+00:00,14,2,Wednesday,0,0,0,0
